Row ID,Order ID,Order_Status,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Full_Name,Day Name,Month Name,Year,Sales_Class,Main_Order_Status,Main_Ship_Date,Main_Birthdate,Month_num,Day_num,10% Discount,Days_to_ship
455,3104,Delivered,15-Sep-10,Medium,50,336.06,0.01,Regular Air,-240.78,6.48,8.88,Atlantic,Consumer,Office Supplies,Paper,Xerox 224,Small Box,0.37,David Wiener,Wednesday,September,2010,Low Sales,Delivered,17-Sep-10,19-Oct-69,9,2,33.606,2
3102,22242,Delivered,15-Jun-09,Not Specified,50,329.91,0.04,Regular Air,-279.93,6.48,9.54,Atlantic,Home Office,Office Supplies,Paper,Xerox 1905,Small Box,0.37,Noel Staavos,Monday,June,2009,Low Sales,Delivered,17-Jun-09,22-Oct-76,6,0,32.991,2
6873,48963,Delivered,19-Oct-10,Not Specified,12,81.87,0.07,Regular Air,-31.14,6.48,5.94,Atlantic,Home Office,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,David Flashing,Tuesday,October,2010,Low Sales,Delivered,21-Oct-10,06-Mar-66,10,1,8.187,2
6996,49984,Delivered,11-May-09,Low,32,227.87,0.02,Regular Air,-130.61,6.48,8.4,Atlantic,Small Business,Office Supplies,Paper,Xerox 212,Small Box,0.37,Sara Luxemburg,Monday,May,2009,Low Sales,Delivered,11-May-09,24-Dec-64,5,0,22.787,0
4402,31392,Delivered,06-May-10,Low,21,128.86,0.1,Regular Air,-42.81,6.48,5.16,Atlantic,Home Office,Office Supplies,Paper,Xerox 1985,Small Box,0.37,George Zrebassa,Thursday,May,2010,Low Sales,Delivered,13-May-10,07-Jan-60,5,3,12.886,7
675,4708,Delivered,30-Sep-09,Critical,29,180.38,0.08,Regular Air,-119.32,6.48,7.49,Quebec,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,Michelle Tran,Wednesday,September,2009,Low Sales,Delivered,02-Oct-09,17-Aug-80,9,2,18.038,2
3255,23303,Delivered,20-Jun-09,Not Specified,39,238.49,0.09,Regular Air,-110.56,6.48,6.22,Quebec,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,Ralph Arnett,Saturday,June,2009,Low Sales,Delivered,22-Jun-09,18-Nov-73,6,5,23.849,2
3274,23398,Delivered,13-Mar-09,Medium,19,123.1,0.06,Regular Air,-75.44,6.48,7.37,Quebec,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.37,Carol Adams,Friday,March,2009,Low Sales,Delivered,14-Mar-09,23-Oct-73,3,4,12.31,1
8207,58659,Delivered,24-Oct-10,High,2,21.01,0.03,Regular Air,-13.13,6.48,8.19,Quebec,Small Business,Office Supplies,Paper,Xerox 217,Small Box,0.37,Tom Stivers,Sunday,October,2010,Low Sales,Delivered,26-Oct-10,13-Feb-57,10,6,2.101,2
6880,49056,Delivered,01-Oct-09,High,46,300.07,0.05,Regular Air,-209.58,6.48,8.4,Quebec,Home Office,Office Supplies,Paper,Xerox 212,Small Box,0.37,Cathy Hwang,Thursday,October,2009,Low Sales,Delivered,03-Oct-09,05-Jun-65,10,3,30.007,2
6003,42528,Delivered,23-Feb-10,Medium,29,200.7,0.02,Regular Air,-147.72,6.48,9.17,Quebec,Consumer,Office Supplies,Paper,Xerox 1996,Small Box,0.37,Alex Grayson,Tuesday,February,2010,Low Sales,Delivered,24-Feb-10,11-Mar-67,2,1,20.07,1
7866,56260,Delivered,15-Aug-09,Not Specified,34,223.76,0.03,Regular Air,-139.66,6.48,7.91,Quebec,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,Julie Kriz,Saturday,August,2009,Low Sales,Delivered,16-Aug-09,11-Jun-64,8,5,22.376,1
8342,59619,Delivered,13-Feb-10,Not Specified,35,225.4,0.08,Regular Air,-165.48,6.48,8.4,Quebec,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,Maureen Gastineau,Saturday,February,2010,Low Sales,Delivered,15-Feb-10,17-Oct-57,2,5,22.54,2
113,738,Delivered,01-Mar-10,Not Specified,31,189.95,0.08,Regular Air,-56.68,6.48,5.14,Quebec,Corporate,Office Supplies,Paper,Xerox 23,Small Box,0.37,Caroline Jumper,Monday,March,2010,Low Sales,Delivered,02-Mar-10,20-Mar-42,3,0,18.995,1
3726,26630,Delivered,27-Nov-10,High,9,65.67,0.02,Regular Air,-35.2,6.48,7.37,Quebec,Corporate,Office Supplies,Paper,Xerox 210,Small Box,0.37,Logan Haushalter,Saturday,November,2010,Low Sales,Delivered,29-Nov-10,27-Sep-64,11,5,6.567,2
694,4839,Delivered,09-May-09,Critical,24,159.43,0.05,Regular Air,-120.59,6.48,8.73,Ontario,Consumer,Office Supplies,Paper,Xerox 227,Small Box,0.37,Sally Hughsby,Saturday,May,2009,Low Sales,Delivered,09-May-09,25-Sep-60,5,5,15.943,0
1439,10373,Delivered,25-Jun-10,Critical,28,193.16,0.03,Regular Air,-71.73,6.48,6.6,Ontario,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,Sally Hughsby,Friday,June,2010,Low Sales,Delivered,27-Jun-10,11-Oct-61,6,4,19.316,2
1750,12516,Delivered,24-May-09,Low,22,154.6,0.02,Regular Air,-23.53,6.48,5.11,Ontario,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,Vivek Grady,Sunday,May,2009,Low Sales,Delivered,28-May-09,01-Jul-72,5,6,15.46,4
5109,36416,Delivered,30-Nov-09,Low,44,276,0.08,Regular Air,-98.53,6.48,5.82,Ontario,Corporate,Office Supplies,Paper,Xerox 1998,Small Box,0.37,Sean O'Donnell,Monday,November,2009,Low Sales,Delivered,04-Dec-09,20-Jun-73,11,0,27.6,4
5415,38501,Delivered,28-Apr-09,Critical,11,78.68,0.05,Regular Air,-29.07,6.48,6.22,Ontario,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.37,Guy Phonely,Tuesday,April,2009,Low Sales,Delivered,29-Apr-09,17-Oct-50,4,1,7.868,1
5514,39078,Delivered,23-Jun-09,Low,26,175.27,0.01,Regular Air,-33.67,6.48,5.14,Ontario,Corporate,Office Supplies,Paper,Xerox 23,Small Box,0.37,Matt Connell,Tuesday,June,2009,Low Sales,Delivered,25-Jun-09,26-Feb-56,6,1,17.527,2
276,1892,Delivered,25-Mar-09,Low,9,64.29,0.01,Regular Air,-18.85,6.48,5.4,Ontario,Small Business,Office Supplies,Paper,Xerox 207,Small Box,0.37,Joe Kamberova,Wednesday,March,2009,Low Sales,Delivered,25-Mar-09,03-Jun-80,3,2,6.429,0
5740,40800,Delivered,04-Dec-10,Not Specified,41,260.31,0.05,Regular Air,-175.26,6.48,7.91,Ontario,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,Jim Sink,Saturday,December,2010,Low Sales,Delivered,04-Dec-10,04-Sep-41,12,5,26.031,0
6905,49221,Delivered,03-Jul-10,Not Specified,41,277.35,0.02,Regular Air,-103.28,6.48,6.57,Ontario,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.37,Maureen Fritzler,Saturday,July,2010,Low Sales,Delivered,04-Jul-10,23-May-65,7,5,27.735,1
8047,57475,Delivered,04-Oct-10,Low,24,152.37,0.09,Regular Air,-76.53,6.48,6.6,Atlantic,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,Tony Sayre,Monday,October,2010,Low Sales,Delivered,06-Oct-10,26-Nov-78,10,0,15.237,2
2017,14400,Delivered,04-Feb-09,Medium,35,228.8,0.03,Regular Air,-99.08,6.48,6.6,Prarie,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,Henia Zydlo,Wednesday,February,2009,Low Sales,Delivered,05-Feb-09,18-Jun-65,2,2,22.88,1
3429,24452,Delivered,07-May-09,High,18,115.71,0.08,Regular Air,-91.61,6.48,8.4,Prarie,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,Valerie Takahito,Thursday,May,2009,Low Sales,Delivered,07-May-09,11-Mar-61,5,3,11.571,0
4076,29058,Delivered,03-Jan-10,High,43,287.61,0.02,Regular Air,-101.5,6.48,6.35,Prarie,Consumer,Office Supplies,Paper,Xerox 200,Small Box,0.37,Valerie Takahito,Sunday,January,2010,Low Sales,Delivered,05-Jan-10,04-Jul-71,1,6,28.761,2
6568,46721,Delivered,13-Sep-09,Medium,35,240.61,0.05,Regular Air,-133.12,6.48,7.91,Prarie,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,Nick Radford,Sunday,September,2009,Low Sales,Delivered,14-Sep-09,25-Mar-59,9,6,24.061,1
7040,50275,Delivered,05-Dec-09,Medium,31,211.94,0.05,Regular Air,-56.39,6.48,5.84,Prarie,Home Office,Office Supplies,Paper,Xerox 226,Small Box,0.37,Gary Hwang,Saturday,December,2009,Low Sales,Delivered,06-Dec-09,18-Oct-71,12,5,21.194,1
277,1895,Delivered,29-May-09,Medium,5,41.25,0.02,Regular Air,-23.25,6.48,7.91,Prarie,Corporate,Office Supplies,Paper,Xerox 216,Small Box,0.37,Mitch Willingham,Friday,May,2009,Low Sales,Delivered,31-May-09,08-Jun-81,5,4,4.125,2
6255,44290,Delivered,21-Mar-10,Medium,41,276.65,0.02,Regular Air,-75.28,6.48,5.87,Prarie,Corporate,Office Supplies,Paper,Xerox 229,Small Box,0.37,Peter Fuller,Sunday,March,2010,Low Sales,Delivered,23-Mar-10,18-May-78,3,6,27.665,2
88,548,Delivered,20-Sep-09,Critical,29,202.95,0.02,Regular Air,-50.64,6.48,5.9,Prarie,Home Office,Office Supplies,Paper,Xerox 1976,Small Box,0.37,Sung Chung,Sunday,September,2009,Low Sales,Delivered,21-Sep-09,11-Jan-84,9,6,20.295,1
8341,59591,Delivered,09-Oct-09,Not Specified,29,195.82,0.07,Regular Air,-91.7,6.48,7.07,Prarie,Home Office,Office Supplies,Paper,Xerox 223,Small Box,0.37,Jennifer Jackson,Friday,October,2009,Low Sales,Delivered,11-Oct-09,12-Dec-76,10,4,19.582,2
3302,23586,Delivered,14-Jan-10,Medium,32,210.9,0.03,Regular Air,-62.46,6.48,5.74,Prarie,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,Anthony Garverick,Thursday,January,2010,Low Sales,Delivered,17-Jan-10,16-Jan-69,1,3,21.09,3
426,2852,Delivered,15-Jan-10,Critical,10,74.87,0.02,Regular Air,-43.97,6.48,8.19,Prarie,Home Office,Office Supplies,Paper,Xerox 217,Small Box,0.37,Luke Schmidt,Friday,January,2010,Low Sales,Delivered,15-Jan-10,06-Oct-70,1,4,7.487,0
1492,10754,Delivered,17-Mar-10,Low,7,48.04,0.09,Regular Air,-23.28,6.48,5.94,Prarie,Corporate,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,Saphhira Shifley,Wednesday,March,2010,Low Sales,Delivered,19-Mar-10,04-Feb-69,3,2,4.804,2
2620,18946,Delivered,04-May-10,Critical,32,202.89,0.07,Regular Air,-201.91,6.48,10.05,Prarie,Home Office,Office Supplies,Paper,Xerox 1997,Small Box,0.37,Kelly Andreada,Tuesday,May,2010,Low Sales,Delivered,04-May-10,08-May-67,5,1,20.289,0
1908,13635,Delivered,01-May-09,Critical,49,334.29,0.01,Regular Air,-157.28,6.48,7.37,Prarie,Home Office,Office Supplies,Paper,Xerox 210,Small Box,0.37,Randy Ferguson,Friday,May,2009,Low Sales,Delivered,03-May-09,20-Aug-70,5,4,33.429,2
1475,10657,Delivered,25-Sep-10,Medium,44,289.94,0.07,Regular Air,-102.19,6.48,6.22,Atlantic,Consumer,Office Supplies,Paper,Xerox 1894,Small Box,0.37,James Galang,Saturday,September,2010,Low Sales,Delivered,27-Sep-10,12-Nov-72,9,5,28.994,2
5794,41094,Delivered,06-Jan-09,Low,46,298.97,0.09,Regular Air,-225.86,6.48,8.73,Atlantic,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,Maribeth Schnelling,Tuesday,January,2009,Low Sales,Delivered,08-Jan-09,18-Aug-82,1,1,29.897,2
6823,48609,Delivered,24-Feb-10,High,26,176.34,0,Regular Air,-103.32,6.48,7.86,Atlantic,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,Pauline Johnson,Wednesday,February,2010,Low Sales,Delivered,25-Feb-10,18-Aug-68,2,2,17.634,1
7460,53222,Delivered,19-Oct-09,Low,2,21.71,0.07,Regular Air,-15.13,6.48,9.54,Atlantic,Small Business,Office Supplies,Paper,Xerox 1905,Small Box,0.37,Nora Price,Monday,October,2009,Low Sales,Delivered,19-Oct-09,20-Jun-66,10,0,2.171,0
7330,52227,Delivered,12-Feb-09,Medium,37,240.52,0.05,Regular Air,-164.18,6.48,8.19,Yukon,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,Trudy Bell,Thursday,February,2009,Low Sales,Delivered,15-Feb-09,09-Apr-48,2,3,24.052,3
838,5990,Delivered,07-Apr-10,Critical,9,63.91,0.06,Regular Air,-27.78,6.48,6.35,Yukon,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.37,Eric Murdock,Wednesday,April,2010,Low Sales,Delivered,08-Apr-10,07-Jul-70,4,2,6.391,1
1466,10563,Delivered,29-Sep-10,Critical,50,312.42,0.08,Regular Air,-90.42,6.48,5.4,Yukon,Corporate,Office Supplies,Paper,Xerox 207,Small Box,0.37,Julia Barnett,Wednesday,September,2010,Low Sales,Delivered,01-Oct-10,11-Sep-42,9,2,31.242,2
3858,27524,Delivered,01-Feb-10,Not Specified,50,343.94,0.02,Regular Air,-157.4,6.48,7.37,Yukon,Consumer,Office Supplies,Paper,Xerox 210,Small Box,0.37,Jay Fine,Monday,February,2010,Low Sales,Delivered,03-Feb-10,08-Mar-63,2,0,34.394,2
4548,32355,Delivered,20-May-09,Not Specified,50,355.03,0,Regular Air,-33.31,6.48,5.11,West,Home Office,Office Supplies,Paper,Xerox 231,Small Box,0.37,Daniel Byrd,Wednesday,May,2009,Low Sales,Delivered,22-May-09,28-Dec-67,5,2,35.503,2
1321,9664,Delivered,07-Apr-10,High,13,88.38,0.06,Regular Air,-64.95,6.48,8.4,West,Small Business,Office Supplies,Paper,Xerox 212,Small Box,0.37,Matthew Grinstein,Wednesday,April,2010,Low Sales,Delivered,10-Apr-10,15-Nov-61,4,2,8.838,3
6965,49767,Delivered,08-Nov-10,Critical,7,50.47,0.08,Regular Air,-31.7,6.48,7.49,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,John Murray,Monday,November,2010,Low Sales,Delivered,10-Nov-10,08-Sep-76,11,0,5.047,2
4097,29187,Delivered,31-Jul-09,Low,10,75.58,0,Regular Air,-43.26,6.48,8.19,West,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,Rick Wilson,Friday,July,2009,Low Sales,Delivered,07-Aug-09,18-May-56,7,4,7.558,7
4723,33634,Delivered,31-Aug-10,Not Specified,40,271.34,0.05,Regular Air,-151.92,6.48,7.86,West,Small Business,Office Supplies,Paper,Xerox 213,Small Box,0.37,Brooke Gillingham,Tuesday,August,2010,Low Sales,Delivered,02-Sep-10,05-Sep-77,8,1,27.134,2
5227,37218,Delivered,19-Dec-10,High,23,147.05,0.08,Regular Air,-54.91,6.48,5.82,West,Corporate,Office Supplies,Paper,Xerox 1998,Small Box,0.37,Frank Merwin,Sunday,December,2010,Low Sales,Delivered,20-Dec-10,12-Oct-79,12,6,14.705,1
6273,44391,Delivered,10-Jan-09,Not Specified,16,112.81,0.02,Regular Air,-85.23,6.48,9.17,West,Corporate,Office Supplies,Paper,Xerox 1996,Small Box,0.37,Ann Steele,Saturday,January,2009,Low Sales,Delivered,11-Jan-09,07-Apr-76,1,5,11.281,1
757,5441,Delivered,20-Jul-09,Not Specified,34,226.83,0.02,Regular Air,-92.05,6.48,6.6,West,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,Brendan Sweed,Monday,July,2009,Low Sales,Delivered,22-Jul-09,06-Oct-67,7,0,22.683,2
1933,13825,Delivered,21-Mar-09,High,30,186.79,0.09,Regular Air,-88.6,6.48,6.35,West,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.37,Christopher Conant,Saturday,March,2009,Low Sales,Delivered,22-Mar-09,16-Feb-60,3,5,18.679,1
5005,35686,Delivered,02-Oct-10,High,48,313.52,0.05,Regular Air,-254.68,6.48,9.17,West,Home Office,Office Supplies,Paper,Xerox 1996,Small Box,0.37,Andrew Roberts,Saturday,October,2010,Low Sales,Delivered,04-Oct-10,26-Jul-73,10,5,31.352,2
1157,8419,Delivered,29-Sep-11,Critical,24,152.6,0.1,Regular Air,-86.62,6.48,7.03,Nunavut,Small Business,Office Supplies,Paper,Xerox 214,Small Box,0.37,Nicole Hansen,Thursday,September,2011,Low Sales,Delivered,30-Sep-11,13-Jul-61,9,3,15.26,1
1229,8995,Delivered,17-May-11,High,42,266.36,0.07,Regular Air,-191.28,6.48,8.19,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,Beth Paige,Tuesday,May,2011,Low Sales,Delivered,18-May-11,,5,1,26.636,1
1855,13346,Delivered,15-Nov-12,Low,44,268.34,0.09,Regular Air,-240.83,6.48,8.88,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 224,Small Box,0.37,Doug Bickford,Thursday,November,2012,Low Sales,Delivered,20-Nov-12,27-Jul-61,11,3,26.834,5
2281,16423,Delivered,05-Aug-12,Medium,19,128.21,0.05,Regular Air,-55.13,6.48,6.57,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.37,Bryan Davis,Sunday,August,2012,Low Sales,Delivered,07-Aug-12,15-Mar-45,8,6,12.821,2
1785,12773,Delivered,11-Jan-11,Low,19,130.67,0.05,Regular Air,-77.18,6.48,7.86,Atlantic,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,Greg Guthrie,Tuesday,January,2011,Low Sales,Delivered,16-Jan-11,03-Jul-62,1,1,13.067,5
6247,44256,Delivered,19-Nov-11,Low,17,114.28,0.08,Regular Air,-38.72,6.48,5.84,West,Corporate,Office Supplies,Paper,Xerox 226,Small Box,0.37,Sally Knutson,Saturday,November,2011,Low Sales,Delivered,24-Nov-11,25-Oct-67,11,5,11.428,5
4048,28868,Delivered,05-Apr-12,High,30,204.49,0.05,Regular Air,-142.3,6.48,8.73,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,Anna Andreadi,Thursday,April,2012,Low Sales,Delivered,06-Apr-12,05-Apr-79,4,3,20.449,1
7458,53216,Delivered,04-Dec-12,High,36,228.01,0.06,Regular Air,-185.54,6.48,8.73,West,Corporate,Office Supplies,Paper,Xerox 227,Small Box,0.37,Roy Skaria,Tuesday,December,2012,Low Sales,Delivered,07-Dec-12,07-Mar-57,12,1,22.801,3
53,322,Delivered,18-Mar-12,Critical,46,281,0.1,Regular Air,-291.59,6.48,10.05,West,Corporate,Office Supplies,Paper,Xerox 1997,Small Box,0.37,Giulietta Weimer,Sunday,March,2012,Low Sales,Delivered,20-Mar-12,19-Oct-83,3,6,28.1,2
2030,14471,Delivered,26-May-11,Not Specified,42,286.73,0.05,Regular Air,-141.51,6.48,7.49,West,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,Ralph Kennedy,Thursday,May,2011,Low Sales,Delivered,28-May-11,16-May-53,5,3,28.673,2
3744,26756,Delivered,10-May-12,Medium,40,253.89,0.09,Regular Air,-103.77,6.48,6.22,West,Home Office,Office Supplies,Paper,Xerox 1894,Small Box,0.37,Giulietta Weimer,Thursday,May,2012,Low Sales,Delivered,12-May-12,07-Jan-65,5,3,25.389,2
